,author,content,description,publishedAt,source,title,url,urlToImage
558,Dan,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]",Flying Blue Promo Awards Special Edition If you book an award ticket using Air France/KLM Flying Blue today for travel between 1/1-3/31 you can find some great deals. Promo awards are nonrefundable and non-changeable. They also have fuel surcharges. You can t…,2018-11-16T18:19:58Z,"{'id': None, 'name': 'Dansdeals.com'}",Ends Today! Flying Blue Promo Awards Special Edition: Fly To Europe For 14K Miles!,https://www.dansdeals.com/airfare-deals/mileage-deals/ends-today-flying-blue-promo-awards-special-edition-fly-europe-14k-miles/,https://i.dansdeals.com/wp-content/uploads/2018/05/01191634/flyingblue.png
559,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]",Panasonic Arc 3-Blade Electric Shaver System With Premium Automatic Clean And Charge Station For $101.73 Shipped From Amazon This was selling for $149.95 yesterday and is now the lowest price ever from Amazon. The award-winning ES-LT7N-S Panasonic men’s shave…,2018-11-16T18:15:56Z,"{'id': None, 'name': 'Dansdeals.com'}",Panasonic Arc 3-Blade Electric Shaver System With Premium Automatic Clean And Charge Station For $101.73 Shipped From Amazon,https://www.dansdeals.com/shopping-deals/amazon/panasonic-arc-3-blade-electric-shaver-system-premium-automatic-clean-charge-station-101-73-shipped-amazon/,https://i.dansdeals.com/wp-content/uploads/2018/11/16131600/panasonic-es-lt7n-s-arc-3-blade-electric-shaver-system-with-premium-automatic-1.jpg
560,Dan,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Amazon is offering free shipping on all items sold from Amazon with no minimum purchase requirement (except add-on items, though many of those can be shipped for free via Subscribe & Save when that’s an available option), even if you don’t have a Prime member…",2018-11-05T19:25:02Z,"{'id': None, 'name': 'Dansdeals.com'}",3 Major Online Retailers Now Offering Free Shipping On All Items For The Holiday Season!,https://www.dansdeals.com/miscellaneous/3-major-online-retailers-now-offering-free-shipping-items-holiday-season/,https://i.dansdeals.com/wp-content/uploads/2017/11/20165253/black-friday-2894130_1920.png
561,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Please note: This is a sponsored post. Waterproof LED Strip Lights Sync To Music By App Control For $14.03 Shipped From Amazon After $12 Off Code Use code: V4BRZW66 Wireless controlled by APP: The LED tape upgrade by adding smart phone App control, easily dim…",2018-11-05T19:09:21Z,"{'id': None, 'name': 'Dansdeals.com'}",Waterproof LED Strip Lights Sync To Music By App Control For $14.03 Shipped From Amazon After $12 Off Code,https://www.dansdeals.com/shopping-deals/amazon/waterproof-led-strip-lights-sync-music-app-control-14-03-shipped-amazon-12-off-code/,https://i.dansdeals.com/wp-content/uploads/2018/11/05140925/led-strip-lights-led-tape-lights-sync-to-music-by-app-control-minger-1.jpg
562,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]",FoodSaver Vacuum Sealer Premium 2-In-1 Automatic Bag-Making Sealing System For $119.99 Shipped This sells for $232.32 from Amazon.     Included In Offer: 1 – 11″ x 10′ Vacuum Seal Roll 1 – 8″ x 10′ Vacuum Seal Roll 3 – Quart-Size Vacuum Seal Bags 2 – Gallon-S…,2018-11-06T16:38:29Z,"{'id': None, 'name': 'Dansdeals.com'}",FoodSaver Vacuum Sealer Premium 2-In-1 Automatic Bag-Making Sealing System For $119.99 Shipped,https://www.dansdeals.com/shopping-deals/amazon/foodsaver-vacuum-sealer-premium-2-1-automatic-bag-making-sealing-system-119-99-shipped/,https://i.dansdeals.com/wp-content/uploads/2018/11/06113256/foodsaver-vacuum-sealer-fsfssl5860-dtc-premium-2-in-1-automatic-bag-making-1.jpg
563,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]",144 Bags Of Planters Single Serve Salted Peanuts For $34.25-$38.28 Shipped Via Amazon Subscribe And Save This was selling for $87.24 yesterday and is now the lowest price ever from Amazon. Planters for every on-the-go snacking occasion: take it for a mid-afte…,2018-11-06T18:28:27Z,"{'id': None, 'name': 'Dansdeals.com'}",144 Bags Of Planters Single Serve Salted Peanuts For $34.25-$38.28 Shipped Via Amazon Subscribe And Save,https://www.dansdeals.com/shopping-deals/amazon/144-bags-planters-single-serve-salted-peanuts-34-25-38-28-shipped-via-amazon-subscribe-save/,https://i.dansdeals.com/wp-content/uploads/2018/11/06132831/planters-single-serve-salted-peanuts-2-oz-bags-pack-of-144-1.jpg
564,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Ticket to Ride: Europe First Journey Kids’ Board Game For $21.49 Shipped From Amazon This was selling for $27.99 before the price started to drop and is now the lowest price ever from Amazon. The classic gameplay of ticket to ride, scaled to suit a younger au…",2018-11-06T19:36:59Z,"{'id': None, 'name': 'Dansdeals.com'}",Ticket To Ride: Europe First Journey Kids’ Board Game For $21.49 Shipped From Amazon,https://www.dansdeals.com/shopping-deals/amazon/ticket-ride-europe-first-journey-kids-board-game-21-49-shipped-amazon/,https://i.dansdeals.com/wp-content/uploads/2018/11/06143128/ticket-to-ride-europe-first-journey-1.jpg
565,Dan,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Update: The Lyft code is now dead, but you can enter your zip code here for a 50% off Lyft coupon that is also valid for today. New or existing users can go to the Payment field in the Uber app or you can click here and enter the following promo code for $10 …",2018-11-06T18:36:04Z,"{'id': None, 'name': 'Dansdeals.com'}",Get Free Rides Today From Lyft And Uber To Vote!,https://www.dansdeals.com/points-travel/car-rentalsride-share/get-free-rides-today-lyft-uber-vote/,https://i.dansdeals.com/wp-content/uploads/2017/08/31234215/uber-serp-logo-f6e7549c89.jpg
566,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]",GO-GO BABYZ Travelmate Car Seat Travel Stroller For Toddler Car Seats For $60.21 Shipped From Amazon These are a lifesaver for easily being able to transport carseats through an airport. Quickly covert your car seat into an airport stroller Fold down plate to…,2018-11-05T22:28:40Z,"{'id': None, 'name': 'Dansdeals.com'}",GO-GO BABYZ Travelmate Car Seat Travel Stroller For Toddler Car Seats For $60.21 Shipped From Amazon,https://www.dansdeals.com/shopping-deals/amazon/go-go-babyz-travelmate-car-seat-travel-stroller-toddler-car-seats-60-21-shipped-amazon/,https://i.dansdeals.com/wp-content/uploads/2018/11/05125751/go-go-babyz-travelmate-car-seat-travel-stroller-for-toddler-car-seats-1.jpg
567,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Cook N Home 15-Piece Nonstick Stay Cool Handle Cookware Set For $39.99 Shipped From Amazon This was selling for $59.99 before the price started to drop and is now the lowest price ever from Amazon. Includes: 1 and 2 qt saucepans, 3 qt casserole, 5 qt dutch ov…",2018-11-06T15:35:46Z,"{'id': None, 'name': 'Dansdeals.com'}",Cook N Home 15-Piece Nonstick Stay Cool Handle Cookware Set For $39.99 Shipped From Amazon,https://www.dansdeals.com/shopping-deals/amazon/cook-n-home-15-piece-nonstick-stay-cool-handle-cookware-set-39-99-shipped-amazon/,https://i.dansdeals.com/wp-content/uploads/2018/11/06103549/cook-n-home-15-piece-nonstick-stay-cool-handle-cookware-set-black-1.jpg
568,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]",LG 29″ UltraWide Full HD IPS LED Monitor For $178.99 Shipped From BuyDig After $70 Off Coupon! Use code: SYNC     Stunning 29″ IPS 21:9 Display. sRGB Over 99% & 16.7 Million Colors. Game & Reading modes + Flicker Safe. On Screen Control + Screen Split 2.0. 1 …,2018-11-07T20:31:34Z,"{'id': None, 'name': 'Dansdeals.com'}",LG 29″ UltraWide Full HD IPS LED Monitor For $178.99 Shipped From BuyDig After $70 Off Coupon!,https://www.dansdeals.com/shopping-deals/electronics/lcd/lg-29%e2%80%b3-ultrawide-full-hd-ips-led-monitor-178-99-shipped-buydig-70-off-coupon/,https://i.dansdeals.com/wp-content/uploads/2018/11/07152756/product-image.jpg
569,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Amazon Lightning Deal: $50 Gap Gift Card For $40 Shipped Amazon Lightning Deal: $50 Carter’s/OshKosh B’gosh Gift Card For $40 Shipped Amazon Lightning Deal: $50 Build-A-Bear Gift Card For $40 Shipped As with all lightning deals, you can always join the waitli…",2018-11-07T14:18:21Z,"{'id': None, 'name': 'Dansdeals.com'}",Amazon Lightning Deal: $50 Gap Or Carter’s Gift Card For $40 Shipped,https://www.dansdeals.com/shopping-deals/amazon/amazon-lightning-deal-50-gap-carters-gift-card-40-shipped/,https://i.dansdeals.com/wp-content/uploads/2018/11/07091759/gap-50-gift-card-1.jpg
570,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Shapemags 124 Piece Magnetic Tiles Set For Just $49.99 Shipped From Amazon! This is the lowest price for this product ever on Amazon. These have fantastic 4.8 star ratings from 750+ reviews! 100 Piece Set Includes 98 Magnetic Tiles, 1 Car Base, 1 Stabilizer a…",2018-11-07T13:40:20Z,"{'id': None, 'name': 'Dansdeals.com'}",Shapemags 124 Piece Magnetic Tiles Set For Just $49.99 Shipped From Amazon!,https://www.dansdeals.com/shopping-deals/amazon/shapemags-124-piece-magnetic-tiles-set-just-49-99-shipped-amazon/,https://i.dansdeals.com/wp-content/uploads/2018/11/07084024/shapemags-124-piece-set-made-with-powermagnets-100-clear-color-tiles-1.jpg
571,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Please note: This is a sponsored post. Limited Time Deal: Multiply Your Chances To Win $36,000 And Trip To Israel For 6! Who wouldn’t grab $36,000 cash and a fully sponsored trip to Israel for six? Grab the exclusive opportunity to receive five entries in bot…",2018-11-07T23:06:54Z,"{'id': None, 'name': 'Dansdeals.com'}",One Day Left To Win $36k Cash And A Trip To Israel For 6! And An Exclusive Deal To Triple Your Tickets For DansDeals Only!,https://www.dansdeals.com/advertisement/one-day-left-win-36k-cash-trip-israel-6-exclusive-deal-triple-tickets-dansdeals/,https://i.dansdeals.com/wp-content/uploads/2018/11/07182225/50eeac0e886a8893c5a05c21d333413d.png
572,JJ,"Advertiser Disclosure: Many of the links that appear on this site are from companies from which DansDeals.com receives compensation. Dan’s Deals LLC is a participant in the Amazon Services LLC Associates Program, an affiliate advertising program designed to p… [+1187 chars]","Panasonic Arc5 Men’s 5-Blade Cordless Electric Razor With Shave Sensor Technology For $99.99 From Amazon After $50 Price Drop This was selling for $149.99 earlier this week and is now the lowest price ever from Amazon. The premium, award-winning Panasonic Arc…",2018-11-08T13:06:28Z,"{'id': None, 'name': 'Dansdeals.com'}",Panasonic Arc5 Men’s 5-Blade Cordless Electric Razor With Shave Sensor Technology For $99.99 From Amazon After $50 Price Drop,https://www.dansdeals.com/shopping-deals/amazon/panasonic-arc5-mens-5-blade-cordless-electric-razor-shave-sensor-technology-99-99-amazon-50-price-drop/,https://i.dansdeals.com/wp-content/uploads/2018/11/08080631/panasonic-arc5-electric-razor-mens-5-blade-cordless-with-shave-sensor-1.jpg
